Brand,Model,Launch Year,Segment,Fuel Type,Variants,Ex-Showroom Price (₹ Lakhs),Monthly Sales (Units),Is EV?,Battery / Mileage,Notable Features
Mahindra,Scorpio,2020,MPV,Petrol,10,8.00 - 20.00,4456,No,19.5 kmpl,"ADAS, ABS, TPMS, 360 Camera, Ventilated Seats, Power Windows, Cruise Control, Apple CarPlay, Voice Control"
MG,ZS EV,2016,Electric SUV,Petrol,16,12.00 - 25.00,2588,No,20.9 kmpl,"Airbags, ESC, Hill Hold, Cruise Control, Touchscreen, Ventilated Seats, Power Windows, Leather Seats, Voice Control, Connected Car"
Toyota,Hilux,2015,Hatchback,Petrol,15,3.50 - 8.50,19704,No,17.7 kmpl,"EBD, ESC, ABS, Sunroof, Power Windows, Leather Seats, Touchscreen, AC, Wireless Charging, Android Auto, Voice Control"
Toyota,Innova,2021,SUV,Petrol,25,10.00 - 30.00,6526,No,20.0 kmpl,"360 Camera, EBD, ADAS, Sunroof, Power Windows, AC, Ventilated Seats, Leather Seats, HUD, Apple CarPlay"
Renault,Kiger,2018,SUV,Petrol,17,10.00 - 30.00,4724,No,20.4 kmpl,"360 Camera, EBD, Hill Hold, AC, Leather Seats, Cruise Control, HUD, Wireless Charging"
Citroen,C5 Aircross,2019,Compact SUV,Diesel,17,7.00 - 18.00,9268,No,18.9 kmpl,"TPMS, EBD, Cruise Control, Leather Seats, Sunroof, Android Auto, Wireless Charging"
Mercedes,A-Class,2019,Luxury,Petrol/CNG,11,30.00 - 100.00,510,No,23.9 kmpl,"ESC, Airbags, 360 Camera, ADAS, Touchscreen, Leather Seats, Ventilated Seats, Apple CarPlay"
Renault,Triber,2018,Electric Hatchback,Petrol,13,6.00 - 12.00,2149,No,23.9 kmpl,"Airbags, EBD, Ventilated Seats, Touchscreen, Leather Seats, Cruise Control, Voice Control, Wireless Charging, HUD"
Mercedes,C-Class,2019,Luxury,Diesel,6,30.00 - 100.00,393,No,28.0 kmpl,"ESC, 360 Camera, EBD, AC, Power Windows, Touchscreen, Sunroof, Wireless Charging"
MG,Comet EV,2015,Hatchback,Petrol,17,3.50 - 8.50,10081,No,23.9 kmpl,"ADAS, Hill Hold, Power Windows, Cruise Control, Touchscreen, Ventilated Seats, HUD, Apple CarPlay"
Honda,Amaze,2018,Hatchback,Petrol,11,3.50 - 8.50,17441,No,18.8 kmpl,"ADAS, Hill Hold, ESC, Power Windows, AC, Leather Seats, Ventilated Seats, Apple CarPlay, Android Auto"
Renault,Triber,2020,Electric Hatchback,Petrol,17,6.00 - 12.00,4507,No,23.4 kmpl,"Airbags, Hill Hold, ADAS, ESC, Touchscreen, Sunroof, Cruise Control, AC, Ventilated Seats, Wireless Charging, Apple CarPlay, Voice Control"
Lexus,RX,2020,Compact SUV,Diesel,13,7.00 - 18.00,15077,No,25.1 kmpl,"Hill Hold, EBD, 360 Camera, Leather Seats, Sunroof, Touchscreen, Apple CarPlay"
Nissan,Magnite,2015,Sedan,Petrol,11,6.00 - 15.00,10523,No,23.9 kmpl,"ESC, ADAS, Airbags, Touchscreen, Ventilated Seats, Power Windows, Cruise Control, Sunroof, HUD, Android Auto, Connected Car"
BMW,3 Series,2018,Hatchback,Diesel,18,3.50 - 8.50,15850,No,27.5 kmpl,"Airbags, ABS, Touchscreen, Cruise Control, Leather Seats, Ventilated Seats, HUD"
Maruti Suzuki,Ertiga,2016,Sedan,Petrol,8,6.00 - 15.00,10171,No,24.6 kmpl,"TPMS, ESC, EBD, Hill Hold, Leather Seats, Sunroof, Power Windows, Ventilated Seats, Touchscreen, HUD, Voice Control, Apple CarPlay"
Skoda,Superb,2018,Compact SUV,Diesel,9,7.00 - 18.00,13286,No,27.5 kmpl,"360 Camera, ABS, Leather Seats, AC, Sunroof, Ventilated Seats, Power Windows, Voice Control, Apple CarPlay, Wireless Charging"
Lexus,ES,2021,MPV,Petrol,11,8.00 - 20.00,4208,No,15.9 kmpl,"Airbags, ABS, EBD, ESC, Sunroof, Touchscreen, Leather Seats, Power Windows, Cruise Control, Android Auto, HUD, Wireless Charging"
Lexus,RX,2017,Electric Hatchback,Petrol,25,6.00 - 12.00,2754,No,18.4 kmpl,"ADAS, 360 Camera, Sunroof, Cruise Control, Leather Seats, Touchscreen, Apple CarPlay"
Volkswagen,Polo,2018,Compact SUV,Diesel,18,7.00 - 18.00,11070,No,20.5 kmpl,"ADAS, 360 Camera, EBD, TPMS, Leather Seats, Cruise Control, Ventilated Seats, Wireless Charging, Apple CarPlay"
Mahindra,Bolero,2023,Sedan,Diesel,23,6.00 - 15.00,9775,No,21.1 kmpl,"ESC, 360 Camera, ADAS, Leather Seats, Sunroof, Cruise Control, Touchscreen, Android Auto, Voice Control"
Force,Gurkha,2022,Sedan,Petrol,16,6.00 - 15.00,8020,No,19.7 kmpl,"360 Camera, Hill Hold, EBD, ABS, Ventilated Seats, AC, Cruise Control, Leather Seats, Apple CarPlay, Android Auto"
MG,ZS EV,2020,SUV,Diesel,15,10.00 - 30.00,5631,No,20.1 kmpl,"TPMS, ADAS, 360 Camera, Touchscreen, AC, Ventilated Seats, Power Windows, Connected Car, Android Auto"
Skoda,Slavia,2017,Hatchback,Diesel,13,3.50 - 8.50,19880,No,22.5 kmpl,"TPMS, ADAS, Power Windows, Leather Seats, Touchscreen, AC, Ventilated Seats, Connected Car"
BYD,Atto 3,2020,Hatchback,Petrol,2,3.50 - 8.50,15988,No,24.3 kmpl,"Hill Hold, EBD, Airbags, ESC, Sunroof, Power Windows, Touchscreen, Wireless Charging, Android Auto"
Renault,Kwid,2021,MPV,Petrol/Diesel,15,8.00 - 20.00,2904,No,17.2 kmpl,"360 Camera, ABS, ESC, AC, Touchscreen, Power Windows, Sunroof, Connected Car, Wireless Charging, Voice Control"
Volkswagen,Virtus,2019,Hatchback,Petrol/CNG,5,3.50 - 8.50,12225,No,24.5 kmpl,"Hill Hold, EBD, Power Windows, Touchscreen, Leather Seats, Sunroof, Voice Control, Apple CarPlay"
Skoda,Slavia,2020,Sedan,Electric,7,7.20 - 19.50,4643,Yes,338 km range,"ABS, ADAS, EBD, Power Windows, AC, Ventilated Seats, Apple CarPlay"
Audi,Q3,2023,SUV,Petrol/CNG,15,10.00 - 30.00,5059,No,27.2 kmpl,"TPMS, Hill Hold, 360 Camera, Leather Seats, Touchscreen, Sunroof, AC, Power Windows, HUD"
Citroen,C3,2017,Electric Hatchback,Petrol,1,6.00 - 12.00,4053,No,24.5 kmpl,"ABS, Hill Hold, ESC, Leather Seats, Sunroof, Power Windows, AC, Ventilated Seats, Voice Control"
MG,ZS EV,2018,Compact SUV,Petrol,4,7.00 - 18.00,6267,No,18.4 kmpl,"ABS, TPMS, Airbags, AC, Touchscreen, Ventilated Seats, Leather Seats, Power Windows, Apple CarPlay"
Hyundai,Exter,2021,Compact SUV,Petrol/CNG,25,7.00 - 18.00,14016,No,22.7 kmpl,"Hill Hold, EBD, Ventilated Seats, Power Windows, Leather Seats, Connected Car, Voice Control"
Volkswagen,Polo,2019,Compact SUV,Petrol,1,7.00 - 18.00,9156,No,20.4 kmpl,"360 Camera, Airbags, ESC, Sunroof, Power Windows, AC, Ventilated Seats, Cruise Control, Voice Control, HUD"
Mercedes,C-Class,2022,SUV,Diesel,16,10.00 - 30.00,6586,No,22.4 kmpl,"Airbags, ESC, Cruise Control, Sunroof, Leather Seats, Ventilated Seats, Power Windows, HUD, Connected Car, Apple CarPlay"
Mahindra,XUV 300,2021,Compact SUV,Petrol,16,7.00 - 18.00,9076,No,20.6 kmpl,"EBD, ABS, Cruise Control, Sunroof, AC, Power Windows, Voice Control, Wireless Charging, Android Auto"
Force,Gurkha,2020,SUV,Petrol,7,10.00 - 30.00,3373,No,23.7 kmpl,"ABS, Hill Hold, 360 Camera, Airbags, Leather Seats, Touchscreen, AC, Cruise Control, Sunroof, Connected Car, HUD"
Audi,Q5,2015,Electric SUV,Petrol,18,12.00 - 25.00,2932,No,19.3 kmpl,"TPMS, ABS, ESC, Cruise Control, Sunroof, AC, Touchscreen, Power Windows, Wireless Charging"
Audi,Q5,2020,Hatchback,Petrol/CNG,10,3.50 - 8.50,18993,No,28.4 kmpl,"360 Camera, TPMS, Airbags, Leather Seats, Ventilated Seats, Sunroof, AC, HUD, Apple CarPlay"
Citroen,C3,2019,Compact SUV,Petrol,18,7.00 - 18.00,14779,No,16.8 kmpl,"Hill Hold, 360 Camera, Sunroof, Cruise Control, Touchscreen, Ventilated Seats, Android Auto"
BYD,E6,2017,Compact SUV,Petrol,18,7.00 - 18.00,8411,No,19.0 kmpl,"Airbags, ESC, EBD, Leather Seats, Touchscreen, AC, Cruise Control, Ventilated Seats, Connected Car, Voice Control, Android Auto"
BYD,E6,2018,Compact SUV,Petrol/CNG,20,7.00 - 18.00,14822,No,27.6 kmpl,"ESC, ADAS, Touchscreen, AC, Cruise Control, Sunroof, Power Windows, Android Auto, Apple CarPlay, Voice Control"
Honda,Elevate,2019,Electric Hatchback,Petrol/CNG,6,6.00 - 12.00,2686,No,24.7 kmpl,"360 Camera, ABS, ESC, Ventilated Seats, Touchscreen, Leather Seats, Apple CarPlay, Connected Car, Wireless Charging"
Force,Gurkha,2015,Compact SUV,Petrol,25,7.00 - 18.00,8745,No,21.1 kmpl,"ESC, ABS, Sunroof, Touchscreen, Ventilated Seats, Leather Seats, Voice Control, Connected Car, Android Auto"
Honda,Elevate,2017,Luxury,Petrol,23,30.00 - 100.00,450,No,19.6 kmpl,"ADAS, Airbags, 360 Camera, ABS, Cruise Control, Sunroof, Leather Seats, Voice Control, Connected Car"
MG,Gloster,2016,SUV,Diesel,18,10.00 - 30.00,3394,No,26.8 kmpl,"ABS, TPMS, Hill Hold, EBD, Power Windows, Touchscreen, AC, Android Auto, HUD, Wireless Charging"
MG,ZS EV,2021,Compact SUV,Petrol/Diesel,9,7.00 - 18.00,11681,No,21.7 kmpl,"TPMS, ESC, Leather Seats, Ventilated Seats, Power Windows, Wireless Charging"
Volkswagen,Taigun,2021,Compact SUV,Petrol,19,7.00 - 18.00,9881,No,20.2 kmpl,"ADAS, Airbags, Hill Hold, Power Windows, Sunroof, Cruise Control, AC, Touchscreen, Connected Car"
Mercedes,A-Class,2016,Compact SUV,Diesel,25,7.00 - 18.00,13527,No,24.0 kmpl,"ADAS, TPMS, 360 Camera, Airbags, Ventilated Seats, Touchscreen, Sunroof, Cruise Control, Power Windows, HUD"
Kia,Sonet,2023,Sedan,Diesel,23,6.00 - 15.00,12665,No,25.3 kmpl,"Hill Hold, ADAS, Cruise Control, Ventilated Seats, Leather Seats, Connected Car, Wireless Charging, Voice Control"
Kia,Carens,2017,Hatchback,Petrol,3,3.50 - 8.50,9934,No,21.7 kmpl,"360 Camera, EBD, ABS, TPMS, Power Windows, Sunroof, Cruise Control, AC, HUD"
Volkswagen,Virtus,2021,Compact SUV,Diesel,11,7.00 - 18.00,9922,No,20.3 kmpl,"ABS, ESC, Hill Hold, 360 Camera, AC, Cruise Control, Sunroof, Leather Seats, Power Windows, HUD"
BMW,2 Series,2019,Compact SUV,Petrol,18,7.00 - 18.00,12241,No,22.1 kmpl,"Hill Hold, 360 Camera, Ventilated Seats, Leather Seats, Touchscreen, HUD, Apple CarPlay, Connected Car"
Renault,Kiger,2021,Compact SUV,Diesel,17,7.00 - 18.00,8163,No,23.6 kmpl,"ADAS, Hill Hold, ABS, Sunroof, Ventilated Seats, Touchscreen, Leather Seats, Voice Control"
Nissan,Kicks,2022,Hatchback,Petrol,17,3.50 - 8.50,8563,No,19.8 kmpl,"Airbags, ESC, 360 Camera, EBD, Touchscreen, Leather Seats, Sunroof, Ventilated Seats, Cruise Control, Connected Car"
Toyota,Hilux,2017,Compact SUV,Diesel,1,7.00 - 18.00,11334,No,21.3 kmpl,"ESC, EBD, Airbags, TPMS, Ventilated Seats, AC, Touchscreen, Voice Control, Apple CarPlay, Connected Car"
BMW,2 Series,2019,Hatchback,Diesel,8,3.50 - 8.50,9807,No,26.9 kmpl,"Airbags, ESC, ADAS, Power Windows, Sunroof, Cruise Control, AC, Leather Seats, HUD, Wireless Charging, Connected Car"
Citroen,C5 Aircross,2018,Sedan,Petrol,20,6.00 - 15.00,6981,No,17.6 kmpl,"ESC, EBD, Power Windows, Sunroof, Ventilated Seats, Touchscreen, Voice Control"
Force,Gurkha,2019,Hatchback,Petrol,20,3.50 - 8.50,15810,No,21.1 kmpl,"ADAS, 360 Camera, EBD, AC, Cruise Control, Leather Seats, Sunroof, Ventilated Seats, HUD, Wireless Charging, Connected Car"
BYD,Atto 3,2020,Sedan,Petrol,11,6.00 - 15.00,10741,No,16.6 kmpl,"EBD, TPMS, ABS, Cruise Control, AC, Ventilated Seats, Touchscreen, Apple CarPlay, Android Auto"
Audi,Q3,2020,Hatchback,Diesel,7,3.50 - 8.50,19024,No,26.5 kmpl,"360 Camera, Airbags, ESC, Leather Seats, Power Windows, Sunroof, Ventilated Seats, AC, Apple CarPlay, Voice Control, HUD"
Hyundai,i20,2016,Hatchback,Diesel,2,3.50 - 8.50,17742,No,27.4 kmpl,"ESC, 360 Camera, Power Windows, Ventilated Seats, Leather Seats, Touchscreen, Android Auto, HUD"
Nissan,Kicks,2019,Hatchback,Diesel,15,3.50 - 8.50,14242,No,25.3 kmpl,"ABS, TPMS, Airbags, ESC, Sunroof, Touchscreen, Leather Seats, Power Windows, Cruise Control, Connected Car, Apple CarPlay"
Mercedes,GLA,2020,Sedan,Diesel,24,6.00 - 15.00,10815,No,21.0 kmpl,"Airbags, 360 Camera, Touchscreen, AC, Leather Seats, Voice Control"
BMW,3 Series,2016,MPV,Petrol,18,8.00 - 20.00,2553,No,24.8 kmpl,"EBD, ESC, ADAS, ABS, Ventilated Seats, Touchscreen, Power Windows, Sunroof, Leather Seats, Voice Control, Apple CarPlay"
Volkswagen,Taigun,2016,Compact SUV,Electric,19,8.40 - 23.40,8399,Yes,207 km range,"Hill Hold, 360 Camera, ABS, Airbags, Touchscreen, AC, Sunroof, Cruise Control, Leather Seats, Connected Car"
Jeep,Meridian,2015,Hatchback,Petrol,21,3.50 - 8.50,9547,No,20.4 kmpl,"EBD, Hill Hold, Airbags, ESC, Sunroof, Touchscreen, Ventilated Seats, Leather Seats, AC, Apple CarPlay, Voice Control, Connected Car"
Citroen,C3,2021,Compact SUV,Diesel,8,7.00 - 18.00,8887,No,21.4 kmpl,"ADAS, ESC, TPMS, Sunroof, AC, Leather Seats, Ventilated Seats, Power Windows, Wireless Charging, HUD, Apple CarPlay"
Renault,Kwid,2016,Hatchback,Petrol,6,3.50 - 8.50,12643,No,15.7 kmpl,"ADAS, TPMS, Touchscreen, Leather Seats, AC, Cruise Control, Apple CarPlay, Android Auto"
Toyota,Urban Cruiser,2017,Electric Hatchback,Diesel,3,6.00 - 12.00,1068,No,25.5 kmpl,"Airbags, ESC, Hill Hold, Cruise Control, Ventilated Seats, Leather Seats, Touchscreen, AC, Apple CarPlay"
Toyota,Fortuner,2022,Compact SUV,Petrol/CNG,9,7.00 - 18.00,8589,No,24.5 kmpl,"360 Camera, EBD, AC, Power Windows, Ventilated Seats, Android Auto"
MG,ZS EV,2016,Hatchback,Petrol,12,3.50 - 8.50,14607,No,23.7 kmpl,"ADAS, TPMS, Hill Hold, Ventilated Seats, Power Windows, Leather Seats, Touchscreen, AC, Wireless Charging"
Force,Gurkha,2020,SUV,Petrol,20,10.00 - 30.00,6029,No,17.6 kmpl,"360 Camera, ABS, Leather Seats, AC, Ventilated Seats, Touchscreen, Cruise Control, Android Auto"
Honda,Amaze,2021,Hatchback,Diesel,14,3.50 - 8.50,17562,No,23.0 kmpl,"360 Camera, Hill Hold, ADAS, TPMS, Touchscreen, Power Windows, Leather Seats, Sunroof, Cruise Control, Voice Control"
Mercedes,A-Class,2017,Compact SUV,Petrol/Diesel,6,7.00 - 18.00,9369,No,17.2 kmpl,"ABS, ESC, Hill Hold, Airbags, Leather Seats, AC, Sunroof, HUD, Voice Control"
Renault,Kiger,2017,Hatchback,Diesel,2,3.50 - 8.50,19245,No,19.9 kmpl,"Airbags, EBD, Touchscreen, Leather Seats, AC, Sunroof, Apple CarPlay"
Nissan,Kicks,2015,SUV,Petrol,7,10.00 - 30.00,3247,No,23.2 kmpl,"360 Camera, ESC, EBD, ADAS, Ventilated Seats, Touchscreen, Sunroof, HUD"
Kia,Sonet,2022,SUV,Petrol,10,10.00 - 30.00,3420,No,19.8 kmpl,"ADAS, Hill Hold, Touchscreen, Leather Seats, Power Windows, AC, Sunroof, HUD"
Audi,A4,2022,SUV,Petrol/CNG,21,10.00 - 30.00,7001,No,24.9 kmpl,"Hill Hold, TPMS, 360 Camera, Cruise Control, Touchscreen, Ventilated Seats, Apple CarPlay, Android Auto"
Hyundai,Verna,2019,Compact SUV,Petrol/CNG,22,7.00 - 18.00,13175,No,29.9 kmpl,"TPMS, EBD, Power Windows, Ventilated Seats, Leather Seats, AC, Voice Control, Connected Car"
Skoda,Slavia,2022,Compact SUV,Diesel,4,7.00 - 18.00,7940,No,20.7 kmpl,"ADAS, Airbags, Hill Hold, EBD, Power Windows, Leather Seats, Sunroof, AC, Touchscreen, Voice Control, HUD, Apple CarPlay"
Jeep,Compass,2018,Compact SUV,Petrol,14,7.00 - 18.00,10032,No,24.6 kmpl,"ABS, Hill Hold, 360 Camera, EBD, Cruise Control, Ventilated Seats, Sunroof, Touchscreen, Leather Seats, HUD"
Maruti Suzuki,Brezza,2017,Hatchback,Diesel,11,3.50 - 8.50,8695,No,24.3 kmpl,"360 Camera, TPMS, ESC, ADAS, Ventilated Seats, Power Windows, Sunroof, Cruise Control, AC, Apple CarPlay, Wireless Charging"
Toyota,Camry,2018,Hatchback,Diesel,9,3.50 - 8.50,10315,No,22.3 kmpl,"TPMS, ADAS, Airbags, Cruise Control, Leather Seats, AC, Ventilated Seats, Touchscreen, Wireless Charging, Connected Car"
Jeep,Compass,2023,Electric SUV,Diesel,4,12.00 - 25.00,3737,No,27.7 kmpl,"Hill Hold, ADAS, Ventilated Seats, Leather Seats, Cruise Control, HUD"
MG,ZS EV,2023,SUV,Petrol,23,10.00 - 30.00,6151,No,16.7 kmpl,"ADAS, Hill Hold, ESC, Airbags, Ventilated Seats, Touchscreen, Cruise Control, Power Windows, AC, Voice Control, Connected Car"
Mahindra,Bolero,2015,Electric SUV,Petrol/Diesel,21,12.00 - 25.00,1902,No,17.6 kmpl,"360 Camera, EBD, ADAS, ABS, Sunroof, Touchscreen, Power Windows, AC, Leather Seats, Voice Control, Apple CarPlay"
Honda,Elevate,2017,Hatchback,Petrol,6,3.50 - 8.50,13380,No,18.5 kmpl,"Airbags, Hill Hold, EBD, 360 Camera, Cruise Control, Power Windows, Ventilated Seats, Touchscreen, Wireless Charging, Apple CarPlay"
MG,Comet EV,2020,Hatchback,Diesel,7,3.50 - 8.50,18719,No,20.5 kmpl,"ABS, ESC, ADAS, Ventilated Seats, Cruise Control, Touchscreen, Android Auto"
Skoda,Superb,2015,Sedan,Diesel,22,6.00 - 15.00,12988,No,20.1 kmpl,"Airbags, ADAS, Touchscreen, Leather Seats, AC, Sunroof, Cruise Control, Connected Car, Apple CarPlay, HUD"
Renault,Triber,2015,Compact SUV,Petrol,2,7.00 - 18.00,9213,No,17.5 kmpl,"EBD, 360 Camera, TPMS, ABS, Touchscreen, Cruise Control, Sunroof, Wireless Charging"
Renault,Kwid,2022,Hatchback,Diesel,21,3.50 - 8.50,15559,No,26.1 kmpl,"TPMS, Hill Hold, Airbags, Ventilated Seats, Power Windows, Sunroof, HUD, Apple CarPlay, Wireless Charging"
Hyundai,Exter,2022,Compact SUV,Diesel,11,7.00 - 18.00,7890,No,21.9 kmpl,"360 Camera, ADAS, TPMS, Cruise Control, Sunroof, Ventilated Seats, Voice Control, Android Auto"
MG,Hector,2021,Hatchback,Petrol,23,3.50 - 8.50,10426,No,21.0 kmpl,"Hill Hold, 360 Camera, EBD, Airbags, Cruise Control, Leather Seats, Power Windows, Touchscreen, Voice Control, Connected Car, Wireless Charging"
Force,Gurkha,2022,Electric Hatchback,Diesel,5,6.00 - 12.00,1988,No,19.4 kmpl,"Airbags, 360 Camera, ESC, Sunroof, Leather Seats, Power Windows, AC, Wireless Charging, Voice Control"
Volkswagen,Polo,2018,Electric Hatchback,Petrol,22,6.00 - 12.00,3415,No,24.2 kmpl,"EBD, ADAS, ESC, TPMS, Sunroof, Ventilated Seats, Touchscreen, Android Auto"
Mercedes,C-Class,2017,Compact SUV,Petrol,22,7.00 - 18.00,7283,No,15.7 kmpl,"Hill Hold, ABS, 360 Camera, Sunroof, Power Windows, Cruise Control, Apple CarPlay, Voice Control"
Audi,A4,2020,SUV,Petrol,3,10.00 - 30.00,5477,No,21.1 kmpl,"Hill Hold, ADAS, TPMS, Touchscreen, Ventilated Seats, AC, Sunroof, Voice Control, Wireless Charging"
Skoda,Kushaq,2018,Electric Hatchback,Petrol,6,6.00 - 12.00,1327,No,17.5 kmpl,"360 Camera, Hill Hold, TPMS, Touchscreen, AC, Leather Seats, Power Windows, Connected Car"
BYD,E6,2015,Hatchback,Diesel,21,3.50 - 8.50,17811,No,25.6 kmpl,"Hill Hold, Airbags, TPMS, Power Windows, Sunroof, AC, Leather Seats, Touchscreen, Connected Car, HUD, Apple CarPlay"
Jeep,Meridian,2020,Sedan,Petrol,14,6.00 - 15.00,13207,No,20.4 kmpl,"ABS, TPMS, EBD, Ventilated Seats, Touchscreen, Sunroof, Leather Seats, Apple CarPlay, Wireless Charging, Voice Control"
Nissan,Kicks,2022,SUV,Petrol/CNG,13,10.00 - 30.00,4290,No,24.9 kmpl,"ADAS, EBD, TPMS, ABS, Cruise Control, Sunroof, AC, Leather Seats, Ventilated Seats, Voice Control, Wireless Charging, Android Auto"
Mahindra,XUV 700,2017,Hatchback,Petrol,15,3.50 - 8.50,15357,No,24.5 kmpl,"TPMS, ABS, Hill Hold, 360 Camera, Touchscreen, AC, Ventilated Seats, Sunroof, Cruise Control, Android Auto"
Nissan,Magnite,2023,SUV,Petrol/CNG,4,10.00 - 30.00,3331,No,20.0 kmpl,"ABS, ADAS, Power Windows, AC, Touchscreen, Sunroof, Cruise Control, HUD, Apple CarPlay, Connected Car"
Audi,A4,2023,Luxury,Petrol,7,30.00 - 100.00,444,No,19.2 kmpl,"EBD, 360 Camera, Leather Seats, AC, Ventilated Seats, Touchscreen, Android Auto, Connected Car"
Toyota,Hilux,2017,Electric SUV,Petrol,16,12.00 - 25.00,1559,No,19.0 kmpl,"Hill Hold, TPMS, ADAS, 360 Camera, Ventilated Seats, AC, Touchscreen, Leather Seats, Cruise Control, Voice Control, Apple CarPlay"
Skoda,Superb,2017,Compact SUV,Petrol,8,7.00 - 18.00,9901,No,20.8 kmpl,"EBD, Hill Hold, Airbags, ESC, Touchscreen, Leather Seats, Sunroof, Power Windows, Android Auto, Wireless Charging, Connected Car"
Honda,Amaze,2021,Electric Hatchback,Diesel,11,6.00 - 12.00,2538,No,23.4 kmpl,"Airbags, 360 Camera, Hill Hold, TPMS, Cruise Control, Touchscreen, Sunroof, AC, HUD"
Volkswagen,Polo,2021,Electric SUV,Diesel,5,12.00 - 25.00,1641,No,21.0 kmpl,"ESC, ADAS, Hill Hold, 360 Camera, Sunroof, Cruise Control, Ventilated Seats, Power Windows, Voice Control, Apple CarPlay"
Toyota,Camry,2021,SUV,Petrol,3,10.00 - 30.00,4026,No,20.4 kmpl,"360 Camera, ADAS, Cruise Control, Leather Seats, Power Windows, Sunroof, AC, Voice Control, Wireless Charging"
Nissan,Kicks,2018,Compact SUV,Petrol,8,7.00 - 18.00,10713,No,18.5 kmpl,"Hill Hold, 360 Camera, EBD, Sunroof, Touchscreen, Ventilated Seats, Connected Car, HUD, Voice Control"
BMW,3 Series,2022,Hatchback,Electric,23,4.20 - 11.05,19010,Yes,308 km range,"Airbags, Hill Hold, ADAS, Power Windows, AC, Leather Seats, Sunroof, Android Auto, HUD"
Volkswagen,Virtus,2016,MPV,Electric,18,9.60 - 26.00,3202,Yes,229 km range,"EBD, TPMS, ADAS, Ventilated Seats, Sunroof, Power Windows, HUD"
Audi,Q3,2020,Electric Hatchback,Petrol,18,6.00 - 12.00,4080,No,15.8 kmpl,"EBD, ADAS, ESC, Ventilated Seats, Sunroof, Cruise Control, Power Windows, HUD"
Kia,Seltos,2019,Compact SUV,Petrol,21,7.00 - 18.00,7935,No,17.0 kmpl,"360 Camera, ESC, Cruise Control, Touchscreen, Power Windows, Sunroof, Leather Seats, Wireless Charging, Connected Car, HUD"
BMW,X1,2019,SUV,Diesel,25,10.00 - 30.00,2804,No,25.8 kmpl,"ABS, Hill Hold, ESC, Ventilated Seats, Leather Seats, Touchscreen, Apple CarPlay, Connected Car, Android Auto"
Kia,Carens,2022,Sedan,Diesel,2,6.00 - 15.00,12355,No,18.8 kmpl,"360 Camera, ABS, ESC, AC, Leather Seats, Power Windows, Connected Car, Voice Control"
Jeep,Meridian,2017,Compact SUV,Petrol,20,7.00 - 18.00,11058,No,24.2 kmpl,"Airbags, 360 Camera, EBD, ESC, Touchscreen, Power Windows, Leather Seats, AC, Cruise Control, Android Auto"
Mahindra,Bolero,2015,SUV,Petrol,11,10.00 - 30.00,2492,No,24.4 kmpl,"EBD, 360 Camera, Hill Hold, ABS, Touchscreen, Ventilated Seats, AC, Cruise Control, Sunroof, Android Auto, Voice Control, Connected Car"
Tata,Punch,2019,Hatchback,Petrol,5,3.50 - 8.50,19575,No,19.8 kmpl,"TPMS, ADAS, ABS, Airbags, Cruise Control, Leather Seats, Touchscreen, Wireless Charging, HUD, Apple CarPlay"
Skoda,Superb,2017,Hatchback,Diesel,22,3.50 - 8.50,13132,No,21.9 kmpl,"Airbags, EBD, ESC, Power Windows, Ventilated Seats, Touchscreen, AC, Apple CarPlay, HUD"
Toyota,Innova,2015,SUV,Diesel,20,10.00 - 30.00,4036,No,18.1 kmpl,"360 Camera, Airbags, ABS, ADAS, Sunroof, Power Windows, Cruise Control, Ventilated Seats, Voice Control, Wireless Charging, Android Auto"
Kia,Carens,2015,Hatchback,Petrol,1,3.50 - 8.50,13634,No,21.7 kmpl,"TPMS, Hill Hold, Airbags, Sunroof, AC, Ventilated Seats, Apple CarPlay, Connected Car, HUD"
Nissan,Kicks,2017,Electric Hatchback,Petrol/CNG,5,6.00 - 12.00,1296,No,23.7 kmpl,"EBD, ABS, Power Windows, Touchscreen, Leather Seats, AC, Ventilated Seats, Connected Car, Apple CarPlay, Wireless Charging"
Kia,EV6,2019,Sedan,Diesel,1,6.00 - 15.00,10719,No,19.5 kmpl,"ESC, ADAS, TPMS, Leather Seats, Power Windows, AC, Cruise Control, HUD"
BMW,3 Series,2017,Hatchback,Petrol,8,3.50 - 8.50,13174,No,24.8 kmpl,"Airbags, EBD, Hill Hold, 360 Camera, Cruise Control, Touchscreen, Leather Seats, Power Windows, AC, Wireless Charging"
Audi,Q5,2021,MPV,Petrol,20,8.00 - 20.00,2552,No,16.6 kmpl,"ABS, 360 Camera, ESC, EBD, Sunroof, Touchscreen, Power Windows, Voice Control, Apple CarPlay, HUD"
BYD,E6,2022,Sedan,Diesel,22,6.00 - 15.00,7827,No,23.0 kmpl,"ADAS, ABS, Power Windows, Sunroof, Ventilated Seats, Android Auto, Apple CarPlay, Connected Car"
Citroen,C5 Aircross,2021,Electric SUV,Electric,22,14.40 - 32.50,2991,Yes,444 km range,"EBD, ADAS, Airbags, Power Windows, Leather Seats, Sunroof, Touchscreen, Connected Car, Apple CarPlay, HUD"
Honda,Elevate,2022,Compact SUV,Petrol,16,7.00 - 18.00,11285,No,15.2 kmpl,"Airbags, 360 Camera, AC, Touchscreen, Leather Seats, Cruise Control, Apple CarPlay, Wireless Charging, Connected Car"
